acq_entity,local_sku,bezeichnung,kategori,anvandning,vardorganism,reaktivitet,storlek,pris_local,currency,supplier_ref,active_flag,free_text_spec,erp_system,source_country
NordBio Sweden,NB-68404,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Denmark,ND-20162,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-88669,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-88712,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-60948,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-84268,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-99183,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-98805,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-81705,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-17678,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-32058,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-11071,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-21653,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-87922,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-56059,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-99764,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-79708,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-36853,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-28209,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Denmark,ND-73802,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-83316,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-53736,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-47652,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-68490,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-65853,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-96162,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Denmark,ND-99824,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-79454,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-70468,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-86990,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-84332,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Denmark,ND-19355,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-31505,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-36691,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-47816,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-81283,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-41164,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-11791,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-54625,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-52718,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-39943,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-91840,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-24237,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Denmark,ND-78474,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-69896,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-32711,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-77186,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-68477,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-41710,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-54550,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-56825,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-51070,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-25403,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-46103,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-16668,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-13293,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-16394,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-87472,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-76278,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-26258,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-72773,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-51398,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-85126,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-63216,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-81696,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-37755,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-73906,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-27381,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-57570,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-42430,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-70314,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-44643,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-88546,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-20730,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-16865,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-18864,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-12349,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-92281,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-20046,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-10284,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-52681,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-22744,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-90593,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-41210,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-30313,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-27954,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-86839,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-20958,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-68667,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-38855,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-96485,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Denmark,ND-29746,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-43822,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-28237,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-69603,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-45592,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-64754,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-71297,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-55199,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Denmark,ND-14931,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Denmark,ND-99297,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-30802,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-20459,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-73928,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-63160,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-31944,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-74043,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-38040,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-11749,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-50767,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-93110,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-73808,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-58202,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-96298,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-42469,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-42470,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-11556,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-76668,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-93975,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-81702,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-73788,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-76028,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-46960,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-63516,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-55858,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-30588,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-24720,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-77633,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-92096,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-50619,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-74261,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-58334,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-66238,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-46434,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-89697,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-50242,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-77468,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-62076,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-21509,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-33529,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-84319,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-98594,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-59310,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-55890,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-49585,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Denmark,ND-37564,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-85275,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-78004,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-76860,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-67161,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-19300,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-76887,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-59013,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
